Protein.Group	Protein.Names	Genes	First.Protein.Description	N.Sequences	N.Proteotypic.Sequences	\\MRC-ASTRAL\DataSSD\2026\03_March\20260323\20260324_KFaber_120017_DRI_X168_20_20260327231857.raw	\\MRC-ASTRAL\DataSSD\2026\03_March\20260323\20260324_KFaber_120017_DRI_X168_19_20260327221231.raw	\\MRC-ASTRAL\DataSSD\2026\03_March\20260323\20260324_KFaber_120017_DRI_X168_15_20260327210606.raw	\\MRC-ASTRAL\DataSSD\2026\03_March\20260323\20260324_KFaber_120017_DRI_X168_14_20260327195941.raw	\\MRC-ASTRAL\DataSSD\2026\03_March\20260323\20260324_KFaber_120017_DRI_X168_13_20260327185315.raw	\\MRC-ASTRAL\DataSSD\2026\03_March\20260323\20260324_KFaber_120017_DRI_X168_12_20260327174650.raw	\\MRC-ASTRAL\DataSSD\2026\03_March\20260323\20260324_KFaber_120017_DRI_X168_4_20260327164027.raw	\\MRC-ASTRAL\DataSSD\2026\03_March\20260323\20260324_KFaber_120017_DRI_X168_2_20260327153359.raw	\\MRC-ASTRAL\DataSSD\2026\03_March\20260323\20260324_KFaber_120017_DRI_X168_18_20260327120051.raw	\\MRC-ASTRAL\DataSSD\2026\03_March\20260323\20260324_KFaber_120017_DRI_X168_17_20260327105425.raw	\\MRC-ASTRAL\DataSSD\2026\03_March\20260323\20260324_KFaber_120017_DRI_X168_16_20260327094800.raw	\\MRC-ASTRAL\DataSSD\2026\03_March\20260323\20260324_KFaber_120017_DRI_X168_11_20260327062843.raw	\\MRC-ASTRAL\DataSSD\2026\03_March\20260323\20260324_KFaber_120017_DRI_X168_10_20260327052217.raw	\\MRC-ASTRAL\DataSSD\2026\03_March\20260323\20260324_KFaber_120017_DRI_X168_9_20260327041551.raw	\\MRC-ASTRAL\DataSSD\2026\03_March\20260323\20260324_KFaber_120017_DRI_X168_8_20260327030927.raw	\\MRC-ASTRAL\DataSSD\2026\03_March\20260323\20260324_KFaber_120017_DRI_X168_7_20260327020303.raw	\\MRC-ASTRAL\DataSSD\2026\03_March\20260323\20260324_KFaber_120017_DRI_X168_6_20260327005639.raw	\\MRC-ASTRAL\DataSSD\2026\03_March\20260323\20260324_KFaber_120017_DRI_X168_5_20260326235014.raw	\\MRC-ASTRAL\DataSSD\2026\03_March\20260323\20260324_KFaber_120017_DRI_X168_3_20260326224350.raw	\\MRC-ASTRAL\DataSSD\2026\03_March\20260323\20260324_KFaber_120017_DRI_X168_1_20260326203102.raw
Q80TM6	R3HD2_MOUSE	R3hdm2	R3H domain-containing protein 2	23	22	1.68466e+07	7.34032e+06	8.97315e+06	1.06161e+07	7.76237e+06	8.50659e+06	1.0768e+07	1.6268e+07	1.57879e+06	2.17961e+06	2.65257e+06	3.03399e+06	1.6358e+06	3.45273e+06	1.7358e+06	1.1421e+06	1.5805e+06	1.68958e+06	2.1799e+06	3.86569e+06
Q80TM9	NISCH_MOUSE	Nisch	Nischarin	24	24	7.23577e+06	3.01168e+06	2.69198e+06	3.56689e+06	1.65809e+06	1.64158e+06	3.80006e+06	1.11283e+07	607787	1.22032e+06	1.26788e+06	1.31648e+06	538262	1.31461e+06	688043	285188	728126	721861	1.40168e+06	1.31726e+06
Q80TN4	DJC16_MOUSE	Dnajc16	DnaJ homolog subfamily C member 16	12	12	4.1733e+06	1.52439e+06	956103	2.54048e+06	1.37744e+06	1.01948e+06	1.46942e+06	1.45642e+06	449237	672392	787119	713055	430299	652366	279198	265734	287711	422353	338169	419184
Q80TN5	ZDH17_MOUSE	Zdhhc17	Palmitoyltransferase ZDHHC17	4	4	1.60705e+07	8.95934e+06	5.17863e+06	1.39742e+07	1.10719e+07	7.39923e+06	1.17901e+07	9.5165e+06	1.78029e+06	2.64096e+06	3.28339e+06	4.50433e+06	2.04929e+06	3.84569e+06	361751	710133	658735	1.3806e+06	2.42519e+06	2.11496e+06
Q80TN7	NAV3_MOUSE	Nav3	Neuron navigator 3	51	51	5.20066e+06	2.89019e+06	3.14831e+06	3.66266e+06	3.79217e+06	3.50238e+06	4.15189e+06	4.16355e+06	670196	764586	888529	1.47564e+06	695430	1.01543e+06	721699	743591	734500	490704	906620	932695
Q80TP3	UBR5_MOUSE	Ubr5	E3 ubiquitin-protein ligase UBR5	21	21	2.67816e+06	1.31269e+06	660715	1.5133e+06	1.05778e+06	1.02733e+06	1.18249e+06	920252	301884	292118	259484	574173	352200	406220	123303	55180.7		149430		365057
Q80TQ2	CYLD_MOUSE	Cyld	Ubiquitin carboxyl-terminal hydrolase CYLD	22	22	2.62281e+07	9.61074e+06	6.74608e+06	1.81074e+07	1.04643e+07	7.21352e+06	1.16624e+07	1.24858e+07	2.93944e+06	4.2182e+06	4.33777e+06	4.75509e+06	2.93822e+06	8.01898e+06	779994	1.01449e+06	769082	1.31665e+06	1.79053e+06	3.34112e+06
Q80TQ5	PKHM2_MOUSE	Plekhm2	Pleckstrin homology domain-containing family M member 2	3	3	798492	371976	564521	528571	308864	270622	569206	686987	92491.7	135299	104818	193806	145550	206517	104861		57020.6	129953	138166	183519
Q80TR1	AGRL1_MOUSE	Adgrl1	Adhesion G protein-coupled receptor L1	30	29	2.80398e+07	1.37731e+07	9.08862e+06	2.28393e+07	1.20478e+07	1.17368e+07	1.49416e+07	2.20661e+07	2.60602e+06	3.28838e+06	3.30701e+06	5.09169e+06	2.97951e+06	6.03093e+06	2.20051e+06	795711	1.11343e+06	1.51713e+06	2.29468e+06	3.66395e+06
Q80TR4	SLIT1_MOUSE	Slit1	Slit homolog 1 protein	23	22	2.17413e+06	967993	1.49727e+06	1.10533e+06	1.57252e+06	945419	1.38801e+06	2.80026e+06	277506	635497	682184	794768	332196	424518	280425	250398	416883	237025	784298	366690
Q80TR8	DCAF1_MOUSE	Dcaf1	DDB1- and CUL4-associated factor 1	13	13	1.5854e+07	6.52326e+06	4.5364e+06	6.1711e+06	3.94032e+06	4.7497e+06	4.86287e+06	4.81619e+06	1.00588e+06	1.3452e+06	1.7209e+06	4.01805e+06	1.74454e+06	1.922e+06	1.37715e+06	761657	944044	1.31285e+06	1.68029e+06	1.67331e+06
Q80TS3	AGRL3_MOUSE	Adgrl3	Adhesion G protein-coupled receptor L3	52	50	4.57719e+07	1.92454e+07	1.64811e+07	2.8783e+07	2.01869e+07	1.35049e+07	3.52673e+07	3.97049e+07	6.21419e+06	1.03818e+07	1.02014e+07	1.36141e+07	6.5527e+06	1.34997e+07	2.98937e+06	3.69262e+06	4.38663e+06	6.60849e+06	1.07901e+07	1.18492e+07
Q80TS7	DEND_MOUSE	Ddn	Dendrin	29	29	1.39753e+07	6.70387e+06	8.55284e+06	1.05993e+07	1.37044e+07	1.47413e+07	8.92798e+06	9.63674e+06	2.12803e+06	3.17092e+06	3.44732e+06	4.6586e+06	1.9489e+06	3.4096e+06	891428	1.21143e+06	1.881e+06	1.32731e+06	3.20846e+06	2.30646e+06
Q80TT8	CUL9_MOUSE	Cul9	Cullin-9	17	17	1.80719e+06	919528		1.37961e+06	343068	581954	330259	362571	295310	279075	280437	344223	187942	386963	236284					262234
Q80TV8	CLAP1_MOUSE	Clasp1	CLIP-associating protein 1	86	77	7.97821e+07	3.82125e+07	2.46555e+07	3.98967e+07	2.83261e+07	3.08434e+07	2.81356e+07	2.80077e+07	9.11728e+06	1.05656e+07	1.15819e+07	1.55757e+07	8.03388e+06	1.38865e+07	4.28251e+06	4.11917e+06	4.40532e+06	4.93654e+06	6.91234e+06	9.5036e+06
Q80TY0	FNBP1_MOUSE	Fnbp1	Formin-binding protein 1	33	33	6.0221e+07	2.82295e+07	2.05487e+07	2.36709e+07	1.37172e+07	1.49569e+07	2.87772e+07	3.96552e+07	4.0749e+06	7.09274e+06	6.50149e+06	9.55515e+06	5.38962e+06	7.46408e+06	4.75212e+06	1.49013e+06	3.884e+06	5.2276e+06	9.25008e+06	6.64461e+06
Q80TY5	VP13B_MOUSE	Vps13b	Vacuolar protein sorting-associated protein 13B	7	7	2.04873e+06	677669	589256	841740	561045	744312	933514	1.37488e+06		187306		291799	193456				128161			
Q80TZ3	AUXI_MOUSE	Dnajc6	Putative tyrosine-protein phosphatase auxilin	40	40	4.25164e+08	2.09063e+08	2.81041e+08	2.84484e+08	2.00578e+08	1.81791e+08	3.08736e+08	5.40033e+08	5.66196e+07	8.54477e+07	8.44901e+07	1.1462e+08	6.00777e+07	1.17536e+08	3.73291e+07	2.98551e+07	5.26192e+07	6.05641e+07	9.37695e+07	1.3218e+08
Q80TZ9	RERE_MOUSE	Rere	Arginine-glutamic acid dipeptide repeats protein	9	9	886348	270454	448771	469577	509280	389876	774121	1.60666e+06		135648	139442	150620		140510			142993	132028		84530.9
Q80U04	PJA2_MOUSE	Pja2	E3 ubiquitin-protein ligase Praja-2	12	12	2.72162e+06	1.98511e+06	3.06909e+06	2.13368e+06	1.65305e+06	1.30611e+06	4.73497e+06	7.40371e+06	521021	640301	489012	921725	431860	805575	911930	384844	772980	677703	522791	1.38467e+06
Q80U12	SGSM2_MOUSE	Sgsm2	Small G protein signaling modulator 2	9	9	579202	259415	227165	219679	262553	153904	193326	177121	36650.9	128646	140019	103289	94385.4	68762.8		62225.8	65830.8		126844	
Q80U16	RIPR2_MOUSE	Ripor2	Rho family-interacting cell polarization regulator 2	5	5	480321	141424	428884	329592	374083	374931	390886	571194	89623.6	92338.7	91258.3	158748	63996.7	102417		85383.2	91826.8		127929	68039.6
Q80U19	DAAM2_MOUSE	Daam2	Disheveled-associated activator of morphogenesis 2	21	21	3.17936e+07	1.529e+07	1.0511e+07	1.86435e+07	1.15165e+07	1.26434e+07	1.12218e+07	1.1703e+07	2.94285e+06	4.58166e+06	3.71192e+06	7.01463e+06	3.02288e+06	6.3882e+06	873330	1.44111e+06	914735	1.94782e+06	1.24776e+06	3.67871e+06
Q80U22	RUSC2_MOUSE	Rusc2	Iporin	16	16	5.47218e+06	1.3807e+06	2.10287e+06	2.5609e+06	1.13435e+06	1.23062e+06	1.99011e+06	1.9542e+06	448534	673345	536391	617924	310401	618634	377715	328392	342551	389052	538460	402645
Q80U23	SNPH_MOUSE	Snph	Syntaphilin	26	24	6.05098e+07	3.28259e+07	2.37704e+07	3.57606e+07	2.13022e+07	1.99321e+07	2.12787e+07	4.32612e+07	7.57203e+06	1.46946e+07	1.16748e+07	1.37393e+07	6.98595e+06	1.08177e+07	3.25339e+06	1.75891e+06	4.07582e+06	5.22762e+06	8.1758e+06	8.69982e+06
Q80U28	MADD_MOUSE	Madd	MAP kinase-activating death domain protein	66	66	7.18039e+07	3.78857e+07	2.26644e+07	4.50062e+07	2.38617e+07	2.48517e+07	2.89229e+07	3.07685e+07	7.73186e+06	7.52191e+06	8.51995e+06	1.43226e+07	6.32978e+06	1.33258e+07	3.95642e+06	3.1614e+06	3.49471e+06	3.93132e+06	6.2621e+06	7.30341e+06
Q80U30	CL16A_MOUSE	Clec16a	Protein CLEC16A	7	7	2.25455e+06	1.16815e+06	397487	1.3476e+06	624676	952308	795453	950446	141114	193623	121408	685984	229754	610281	91920			224816		287893
Q80U35	ARHGH_MOUSE	Arhgef17	Rho guanine nucleotide exchange factor 17	31	31	1.26437e+07	5.66864e+06	5.12386e+06	8.89926e+06	5.64258e+06	7.39684e+06	6.50381e+06	9.31344e+06	1.34757e+06	2.32944e+06	1.66933e+06	2.70204e+06	1.61666e+06	2.5181e+06	805658	627422	875174	915012	1.38826e+06	2.17708e+06
Q80U38	KHNYN_MOUSE	Khnyn	Protein KHNYN	11	11	1.95694e+06	1.29911e+06	1.36583e+06	1.77697e+06	1.35064e+06	1.39356e+06	1.5341e+06	3.21482e+06	481347	579061	675568	820504	236138	591665	166497	291661	307991	304786	401201	737671
Q80U40	RIMB2_MOUSE	Rimbp2	RIMS-binding protein 2	32	32	4.47498e+07	1.61995e+07	2.37597e+07	3.6021e+07	2.30855e+07	2.30722e+07	4.50629e+07	5.40968e+07	5.03284e+06	5.29026e+06	5.7277e+06	1.04735e+07	6.26875e+06	9.16107e+06	2.23996e+06	4.59336e+06	4.62962e+06	6.03385e+06	8.2163e+06	1.15789e+07
Q80U44	ZFY16_MOUSE	Zfyve16	Zinc finger FYVE domain-containing protein 16	5	5	11010.7	14842.1	29982.3	20379.8	12114.2	15538	16001.3	40918.7				4865.26								9706.73
Q80U49	C170B_MOUSE	Cep170b	Centrosomal protein of 170 kDa protein B	122	119	9.11051e+07	5.37981e+07	5.62696e+07	7.13718e+07	6.5307e+07	5.67145e+07	8.03918e+07	9.36717e+07	1.47099e+07	1.84263e+07	2.19317e+07	3.52406e+07	1.67873e+07	2.18332e+07	9.01162e+06	1.21939e+07	1.3034e+07	1.21459e+07	1.77801e+07	2.25419e+07
Q80U56	AVL9_MOUSE	Avl9	Late secretory pathway protein AVL9 homolog	19	19	1.06939e+07	5.65323e+06	5.79337e+06	5.81436e+06	4.12122e+06	4.20119e+06	8.85876e+06	9.88314e+06	942630	1.46778e+06	1.32642e+06	1.84678e+06	1.09391e+06	1.69523e+06	903088	1.16614e+06	1.07036e+06	1.75223e+06	2.52676e+06	1.54957e+06
Q80U57	RIMS3_MOUSE	Rims3	Regulating synaptic membrane exocytosis protein 3	17	17	2.17219e+07	8.29186e+06	7.51902e+06	1.10266e+07	8.02174e+06	1.01021e+07	8.701e+06	7.87408e+06	1.27223e+06	2.03165e+06	1.50714e+06	2.38054e+06	2.01519e+06	1.8998e+06	1.15221e+06	687184	1.1536e+06	3.21285e+06	2.63714e+06	2.12796e+06
Q80U58	PUM2_MOUSE	Pum2	Pumilio homolog 2	17	17	2.41714e+06	1.17352e+06	1.30798e+06	1.55888e+06	1.2081e+06	882137	1.51021e+06	1.44618e+06	368509	388593	467385	531766	412558	464830	148584	126395	313538	224613	308558	485938
Q80U59	K0232_MOUSE	Kiaa0232	Uncharacterized protein KIAA0232	2	2	84004.6		46352	69606.7	33525	21202	23455.6	68272.7											23808.4	
Q80U62	RUBIC_MOUSE	Rubcn	Run domain Beclin-1-interacting and cysteine-rich domain-containing protein	4	4	8297.82	2922.78		14323.4	5194.99	3897.8	8196.7	7926.91			3054.39		2627.6							2237.48
Q80U63	MFN2_MOUSE	Mfn2	Mitofusin-2	19	18	2.24397e+07	1.17592e+07	7.90645e+06	1.22617e+07	9.45271e+06	7.22087e+06	1.3147e+07	1.1488e+07	2.04237e+06	4.03661e+06	3.99002e+06	4.46205e+06	2.51317e+06	4.81203e+06	1.01446e+06	539159	1.04104e+06	1.37515e+06	1.92308e+06	2.22879e+06
Q80U70	SUZ12_MOUSE	Suz12	Polycomb protein Suz12	5	5	522092	227358	294124	232704	279380	198655	478180	355363	122049	99212.3	136381	100030		66976.2		72863.8		49106.3	109144	117089
Q80U72	SCRIB_MOUSE	Scrib	Protein scribble homolog	26	26	1.78816e+06	962376	914732	1.54304e+06	757758	691863	1.54129e+06	2.2282e+06	213602	278622	244403	498228	273009	537008	126721	129788	168809	233858	374704	423938
Q80U78	PUM1_MOUSE	Pum1	Pumilio homolog 1	31	25	3.52664e+07	1.65009e+07	1.86356e+07	2.30276e+07	1.91048e+07	1.53737e+07	2.65254e+07	3.37158e+07	3.79357e+06	5.72983e+06	5.7217e+06	8.1466e+06	4.03755e+06	6.56531e+06	2.80435e+06	3.40512e+06	4.61296e+06	4.35893e+06	5.88005e+06	6.80311e+06
Q80U87	UBP8_MOUSE	Usp8	Ubiquitin carboxyl-terminal hydrolase 8	43	43	1.8697e+07	8.07828e+06	1.60898e+07	1.60583e+07	1.29607e+07	1.21467e+07	2.20681e+07	3.0446e+07	2.38944e+06	3.68167e+06	3.31878e+06	4.29704e+06	3.38189e+06	5.27661e+06	2.757e+06	2.74818e+06	3.81053e+06	3.40691e+06	5.68467e+06	6.55954e+06
Q80U93	NU214_MOUSE	Nup214	Nuclear pore complex protein Nup214	43	43	1.86759e+07	8.244e+06	1.24275e+07	1.39645e+07	1.04272e+07	7.75082e+06	1.69958e+07	2.3585e+07	1.95291e+06	3.77249e+06	3.61259e+06	5.75493e+06	3.59931e+06	4.91159e+06	2.27428e+06	2.61493e+06	3.2005e+06	3.48317e+06	5.18737e+06	6.12615e+06
Q80U95	UBE3C_MOUSE	Ube3c	Ubiquitin-protein ligase E3C	15	15	1.49053e+07	5.94136e+06	1.25219e+06	5.00465e+06	3.85099e+06	4.59749e+06	1.53945e+06	1.01623e+06	1.43233e+06	1.57161e+06	1.33743e+06	2.82666e+06	1.16897e+06	1.51813e+06	115042	226894	222702	176981	401941	414367
Q80UC6	GPR62_MOUSE	Gpr62	G-protein coupled receptor 62	2	2	912365	189020		365799	127508	138366		51845.6	48018.9	86394.5	69170.6	49122.5		101097						
Q80UF4	SDCG8_MOUSE	Sdccag8	Serologically defined colon cancer antigen 8 homolog	2	2	184472		158707	45804.6		23872.1	205954	165594			69032								99331.9	
Q80UG2	PLXA4_MOUSE	Plxna4	Plexin-A4	68	60	2.2729e+08	1.08947e+08	7.53675e+07	1.22353e+08	7.68983e+07	7.52387e+07	1.10857e+08	1.25827e+08	2.10656e+07	4.08472e+07	3.4113e+07	4.60915e+07	2.49589e+07	4.68458e+07	1.38526e+07	1.52819e+07	2.01352e+07	2.2069e+07	3.58701e+07	3.88175e+07
Q80UG5	SEPT9_MOUSE	Septin9	Septin-9	58	56	1.31273e+08	6.76723e+07	7.39245e+07	9.30332e+07	7.19409e+07	6.25969e+07	1.09402e+08	1.1418e+08	1.84318e+07	3.07898e+07	3.29938e+07	3.95559e+07	1.74025e+07	3.06869e+07	1.166e+07	1.21917e+07	1.64703e+07	1.98984e+07	3.29353e+07	2.81721e+07
Q80UJ7	RB3GP_MOUSE	Rab3gap1	Rab3 GTPase-activating protein catalytic subunit	36	36	6.08615e+07	3.08897e+07	1.58609e+07	2.97944e+07	1.43982e+07	1.31791e+07	2.55639e+07	2.91775e+07	3.54951e+06	7.54551e+06	4.85483e+06	9.07246e+06	4.57783e+06	7.85916e+06	3.60771e+06	1.9822e+06	3.04189e+06	3.49402e+06	4.91668e+06	6.32792e+06
Q80UK0	SESD1_MOUSE	Sestd1	SEC14 domain and spectrin repeat-containing protein 1	14	14	3.06449e+06	742220	595266	1.58338e+06	664592	297159	1.57173e+06	1.29709e+06	275336	522284	414077	345308	221460	438744	245916					190240
Q80UK8	INT2_MOUSE	Ints2	Integrator complex subunit 2	1	1	119934	31658.5		66784.2																
Q80UM3	NAA15_MOUSE	Naa15	N-alpha-acetyltransferase 15, NatA auxiliary subunit	33	27	6.21037e+07	2.18344e+07	2.02165e+07	3.18771e+07	2.16052e+07	2.07545e+07	1.44725e+07	1.38417e+07	3.08575e+06	5.40898e+06	5.28292e+06	5.82717e+06	2.71549e+06	3.74317e+06	864362	1.17984e+06	520857	832934	1.83763e+06	1.83398e+06
Q80UM7	MOGS_MOUSE	Mogs	Mannosyl-oligosaccharide glucosidase	25	25	4.95012e+07	2.05173e+07	1.77863e+07	2.88332e+07	2.71805e+07	2.08433e+07	2.13858e+07	1.69172e+07	7.24022e+06	6.7998e+06	1.14212e+07	1.04697e+07	5.28319e+06	9.0612e+06	2.63602e+06	2.38792e+06	1.90488e+06	2.15436e+06	3.83808e+06	5.24666e+06
Q80UN1	KCTD9_MOUSE	Kctd9	BTB/POZ domain-containing protein KCTD9	2	2	22779.3						26446.4	23488.3												
Q80UN9	MOD5_MOUSE	Trit1	tRNA dimethylallyltransferase	4	4	183834	104704	119220	51814.3	115223	93147.4	89573.2	80757.6	48744.3	38318.2	67626.5									
Q80UP3	DGKZ_MOUSE	Dgkz	Diacylglycerol kinase zeta	23	23	1.37719e+07	9.89352e+06	3.63701e+06	8.61788e+06	3.78233e+06	4.397e+06	4.38533e+06	3.36697e+06	1.82822e+06	1.94743e+06	1.69367e+06	2.48294e+06	1.20429e+06	3.06968e+06	918989	377124	630624	876082	1.35673e+06	1.17312e+06
Q80UP5	AN13A_MOUSE	Ankrd13a	Ankyrin repeat domain-containing protein 13A	5	5	1.141e+06	455740	193744	563483	222049	326228	543828	599430	153471	208310	100130	192219	137719	302152		140823	128698	191143	129800	213268
Q80UP8	S20A2_MOUSE	Slc20a2	Sodium-dependent phosphate transporter 2	13	13	6.85447e+06	4.1283e+06	3.16669e+06	4.15884e+06	2.6947e+06	2.40626e+06	4.94404e+06	6.08752e+06	651703	912804	1.17585e+06	791364	1.05107e+06	979607	824393	709034	727310	767054	1.01592e+06	829707
Q80US4	ARP5_MOUSE	Actr5	Actin-related protein 5	8	8	484226	223351	238205	263035	188632	146828	457558	777010		101204	143170	88170.8	128712	193460				49505.4	170373	178847
Q80UU1	ANKZ1_MOUSE	Ankzf1	Ankyrin repeat and zinc finger domain-containing protein 1	9	9	690796	256572	308025	461643	398918	303661	329967	322582	152697	115093	178292	193410	115899	130871				133459	36951.8	137476
Q80UU2	RPP38_MOUSE	Rpp38	Ribonuclease P protein subunit p38	5	5	1.003e+06	391662	519078	873029	938950	762360	535929	426653	248990	207866	373934	243309	141593	212509	35482.9	61837.7	113611	90274.8	144842	80056.8
Q80UU9	PGRC2_MOUSE	Pgrmc2	Membrane-associated progesterone receptor component 2	10	10	5.1727e+07	3.61558e+07	3.01779e+07	5.25761e+07	3.31215e+07	2.5093e+07	5.3358e+07	6.2302e+07	6.89163e+06	1.56687e+07	1.51711e+07	2.59865e+07	1.20483e+07	1.86867e+07	1.27146e+06	3.35733e+06	2.81505e+06	1.03334e+07	1.20422e+07	1.22664e+07
Q80UV9	TAF1_MOUSE	Taf1	Transcription initiation factor TFIID subunit 1	9	9	996708	269225	281996	440286	304196	262943	380608	292296		125167		101023	110859	131158		78061.7		65739.7		37435.7
Q80UW0	H6ST2_MOUSE	Hs6st2	Heparan-sulfate 6-O-sulfotransferase 2	2	2	24333.6	4848.43			13855.1	4216.41	2797.32			3059.58	9779.15	8975.22							5492.08	
Q80UW2	FBX2_MOUSE	Fbxo2	F-box only protein 2	9	9	475328	616936	138313	168216	133361	137016	144131	166399	67434.5		81372.1	121231		19653.7	79980					
Q80UW5	MRCKG_MOUSE	Cdc42bpg	Serine/threonine-protein kinase MRCK gamma	2	2	40491.1			12982.1	18537.1		36378.7	63051.6												
Q80UW8	RPAB1_MOUSE	Polr2e	DNA-directed RNA polymerases I, II, and III subunit RPABC1	2	2	6.43833e+06	3.59521e+06	569795	3.15324e+06	1.1451e+06	1.1195e+06	1.78846e+06	447408	551643	949502	557184	988085	606342	1.39098e+06				304144	341080	562348
Q80UX8	ABHDD_MOUSE	Abhd13	Protein ABHD13	2	2	53874.7	15995.8	20724.2	32388	25390.9	3415.53	62640.4	27323.9	4096.83	935.667	9705.74	10125	1597.06	5092.94						
Q80UY1	CARME_MOUSE	Carnmt1	Carnosine N-methyltransferase	4	4	1.07835e+06	264978	430731	351502	274988	212655	582760	395766	126004	171988	175598	132486	120924	153748				120926		104898
Q80UY2	KCMF1_MOUSE	Kcmf1	E3 ubiquitin-protein ligase KCMF1	9	9	4.23676e+06	1.77421e+06	1.00446e+06	2.94423e+06	2.4463e+06	1.97501e+06	2.178e+06	2.01542e+06	261611	318219	315607	585534	194352	223310	125569		176995	244852	340438	532304
Q80UZ0	FGD5_MOUSE	Fgd5	FYVE, RhoGEF and PH domain-containing protein 5	5	5	346807	121453	65296.4	164360	137431	177319	106259	162408	77296.2			71211.2	63174.4			53297.5				
Q80UZ2	SDA1_MOUSE	Sdad1	Protein SDA1 homolog	9	9	862920	306238	922738	493300	622375	791121	359830	358891		109661	127475	216174	106160	97831.2	90230.5		160111		131469	68899
Q80V03	ADCK5_MOUSE	Adck5	Uncharacterized aarF domain-containing protein kinase 5	8	8	1.34867e+06	947248	372929	641850	501849	189598	588832	411508	102489	302179	397002	235331	130887	189609	96132.9			112713	238282	144326
Q80V23	ZNF32_MOUSE	Znf32	Zinc finger protein 32	4	4	307119	179308	154001	83510.5	172656	260971	128091	171342	57349.9	72958	88734.3	74784.5	25459.2		50385.3	34984.2	40671.3	33576.1	63611	47068.2
Q80V24	VGLL4_MOUSE	Vgll4	Transcription cofactor vestigial-like protein 4	8	8	5.99206e+07	1.64713e+07	2.22461e+07	3.02257e+07	1.99698e+07	1.58516e+07	3.59764e+07	4.33695e+07	4.82163e+06	5.10681e+06	3.26834e+06	7.1304e+06	3.51852e+06	5.13211e+06	4.58654e+06	5.30853e+06	4.64743e+06	2.3239e+06	4.77683e+06	9.31759e+06
Q80V26	IMPA3_MOUSE	Bpnt2	Golgi-resident adenosine 3',5'-bisphosphate 3'-phosphatase	9	9	1.46491e+07	6.06321e+06	3.01685e+06	4.38019e+06	3.59786e+06	2.97135e+06	6.66457e+06	6.59507e+06	1.52828e+06	1.61979e+06	1.97665e+06	2.20352e+06	1.78199e+06	1.83367e+06	1.2953e+06			1.04033e+06	1.38665e+06	1.76821e+06
Q80V31	CE104_MOUSE	Cep104	Centrosomal protein of 104 kDa	7	7	593961	134918	169527	267871	155117	169125	131382	176487	57010.7	71492	47815.5	117617	51773.6	59157.3		55463.8	86599.5	43548.1	53602.8	72884.6
Q80V42	CBPM_MOUSE	Cpm	Carboxypeptidase M	14	14	2.45664e+07	5.19661e+06	4.24663e+06	9.14953e+06	3.973e+06	4.65988e+06	4.81589e+06	5.5235e+06	1.43992e+06	2.11534e+06	1.4878e+06	1.49491e+06	1.10976e+06	2.06729e+06	522777	224628		837997	580822	767941
Q80V53	CHSTE_MOUSE	Chst14	Carbohydrate sulfotransferase 14	1	1	7.25903e+06	916733		3.26558e+06																
Q80V70	MEGF6_MOUSE	Megf6	Multiple epidermal growth factor-like domains protein 6	2	2	515745	216690	273995	462323	303258	243079	561646	668676	32839.3	122947	78096.5	300268		162871						
Q80V85	TRI62_MOUSE	Trim62	E3 ubiquitin-protein ligase TRIM62	2	2	45773.2	25303.8	17149.8	47078.4	25028.8	13411.6	20334.8	7210.1	7782.74	14735.7	15489.6	20634.5	8285.47	15665.5						7083.04
Q80V86	INT8_MOUSE	Ints8	Integrator complex subunit 8	3	3	150384	62847.2	44391.2	111033	69524.8	52371.2	50094.9	96362		33331.1	24422.2		7326.51	36693.8						13622.7
Q80V91	DTX3_MOUSE	Dtx3	Probable E3 ubiquitin-protein ligase DTX3	18	18	2.15727e+07	8.32043e+06	8.09148e+06	1.05919e+07	8.88168e+06	8.56469e+06	6.70307e+06	7.57884e+06	2.02178e+06	2.60389e+06	3.6307e+06	5.18229e+06	1.7649e+06	3.60723e+06	1.21758e+06	762254	1.89431e+06	1.95474e+06	3.03507e+06	2.03235e+06
Q80V94	AP4E1_MOUSE	Ap4e1	AP-4 complex subunit epsilon-1	6	6	3.80739e+06	1.06606e+06	460836	2.10078e+06	968618	1.15503e+06	1.33249e+06	740331	283707	363439	509047	496650	447733	476882			145203	163521	282846	306091
Q80VC6	TSAP1_MOUSE	Trnau1ap	tRNA selenocysteine 1-associated protein 1	3	3	199706	37173.5		37950.9	132629		69698.4			15305	19996.2	32515.4		30879.7						32213.8
Q80VC9	CAMP3_MOUSE	Camsap3	Calmodulin-regulated spectrin-associated protein 3	59	59	5.1134e+07	2.68614e+07	4.42574e+07	4.59483e+07	4.19349e+07	3.3284e+07	4.97767e+07	6.18944e+07	7.91609e+06	1.16983e+07	1.30812e+07	1.87293e+07	1.01851e+07	1.37181e+07	6.61155e+06	6.75766e+06	8.84464e+06	7.54591e+06	1.40996e+07	1.36616e+07
Q80VD1	FA98B_MOUSE	Fam98b	Protein FAM98B	18	14	1.7674e+08	7.36699e+07	1.31874e+08	1.07984e+08	8.69331e+07	6.95756e+07	7.29418e+07	7.01974e+07	1.41671e+07	3.18085e+07	3.53596e+07	4.0297e+07	1.62703e+07	2.3985e+07	1.80837e+07	1.34197e+07	2.34495e+07	1.43717e+07	2.89573e+07	1.71869e+07
